	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal	Age	Gender	function
19	11-05-2023T12-43-27	0.2601244908548377	0.02577591081485109	0.0	0.0	0.0	0.2754117272333715	0.8904404540991117	0.8754023400665549	0.1830842064544813	0.12058319585695787	0.992040691199762	0.23163370279485906	96.0	-89.0	0.2	3.0	3.0	50.0	Male	get_emotion
20	11-05-2023T12-43-28	0.20971755194540842	0.35718814763325957	0.0	0.0	0.0	0.7149352610165152	0.13971107104837144	0.6069350181731737	0.8273205561289496	0.7440184033602253	0.1935865703518539	0.6951494027962822	92.0	71.0	0.1	1.0	2.0	50.0	Male	get_emotion
21	11-05-2023T12-43-29	0.2309593697521204	0.36790746417084574	0.0	0.0	0.0	0.09883151505523557	0.1450586372938456	0.13854104821779678	0.46115247359646094	0.7580535651129975	0.0423940163772083	0.37250438403424446	70.0	77.0	0.1	2.0	3.0	50.0	Male	get_emotion
22	11-05-2023T12-43-30	0.9659859105006816	0.77374077490601	0.0	0.0	0.0	0.14449467957481732	0.5053508835485945	0.41224951327920045	0.7298405714410873	0.6185184230698328	0.7431127913128762	0.8653495079631667	65.0	33.0	0.1	1.0	4.0	50.0	Male	get_emotion
23	11-05-2023T12-43-31	0.9633328302125448	0.6173352658414467	0.0	0.0	0.0	0.8700338831453154	0.02648292551830289	0.8196991104858026	0.29407229220056463	0.08427477563760855	0.24370701198724443	0.16421774747345508	66.0	-84.0	0.2	2.0	2.0	50.0	Male	get_emotion
24	11-05-2023T12-43-33	0.44723323027113704	0.5368233578761574	0.0	0.0	0.0	0.7402612286164039	0.00872810661431922	0.30083208330809263	0.7466942744185656	0.051012199551999315	0.7031668927191508	0.12898847728227125	81.0	-36.0	0.1	3.0	1.0	50.0	Male	get_emotion
25	11-05-2023T12-43-34	0.20542858536910613	0.44519619234239194	0.0	0.0	0.0	0.11756945202689095	0.21433637049537824	0.812268584933486	0.6628472090417545	0.9621312977710735	0.5395818136549931	0.0015866404891499153	78.0	-28.0	0.1	1.0	1.0	50.0	Male	get_emotion
26	11-05-2023T12-43-35	0.9556871155318337	0.17168559955094942	0.0	0.0	0.0	0.799108989342949	0.5996239311964163	0.13239140100207702	0.8400025277917944	0.3077707753440748	0.5360322799844573	0.6552832292709484	64.0	-55.0	0.1	4.0	2.0	50.0	Male	get_emotion
27	11-05-2023T12-43-36	0.5792450991322473	0.880717760654158	0.0	0.0	0.0	0.22902169946732176	0.38863297698917676	0.32681227937014823	0.7522288549368092	0.6870935492070107	0.9291995701788384	0.2503251153890488	78.0	-92.0	0.1	2.0	1.0	50.0	Male	get_emotion
28	11-05-2023T12-43-37	0.188451033598244	0.6969409244436802	0.0	0.0	0.0	0.578216832105654	0.9883163377199656	0.4375904350436225	0.9864738479258474	0.7984764618901738	0.6824993466370403	0.22859704604130915	73.0	13.0	0.1	4.0	2.0	50.0	Male	get_emotion
29	11-05-2023T12-43-38	0.3094333186336192	0.09933482606480937	0.0	0.0	0.0	0.8720123735965642	0.002427360014683355	0.19510401931142052	0.17941166326143554	0.6307809595174163	0.04834705989941812	0.5345932966713861	75.0	-56.0	0.2	4.0	4.0	50.0	Male	get_emotion
30	11-05-2023T12-43-39	0.32640681411690453	0.21172454722004275	0.0	0.0	0.0	0.5951016854923337	0.8787241746932104	0.10613175466658353	0.400943725067306	0.804931847165789	0.9332747659387111	0.18969061579202406	82.0	-19.0	0.2	3.0	4.0	50.0	Male	get_emotion
31	11-05-2023T12-43-40	0.4633421912943254	0.3462457345213523	0.0	0.0	0.0	0.09022366768686219	0.7267333604828192	0.9949187280904073	0.08176982114675901	0.9365762225984952	0.23441580947598473	0.018139099523311053	76.0	-37.0	0.2	4.0	3.0	50.0	Male	get_emotion
32	11-05-2023T12-43-41	0.7498841707458264	0.31938347233716624	0.0	0.0	0.0	0.9665028007042297	0.5659287542819704	0.6508917285540439	0.3366887117276375	0.9760713016555614	0.3388925074354552	0.4171041246684044	88.0	-27.0	0.1	1.0	3.0	50.0	Male	get_emotion
33	11-05-2023T12-43-42	0.2332318312563305	0.18829858296886948	0.0	0.0	0.0	0.8780116093162019	0.9407132197445114	0.47749276479406166	0.527719549679404	0.9815794867971646	0.7503554287897357	0.9471445723051538	88.0	47.0	0.1	1.0	1.0	50.0	Male	get_emotion
34	11-05-2023T12-43-43	0.3493339676381526	0.9818729596003587	0.0	0.0	0.0	0.2076365078261565	0.057426847681554816	0.24804972507931822	0.03713305117289867	0.7483972351138671	0.3971760918121625	0.5379449522384548	98.0	49.0	0.1	2.0	3.0	50.0	Male	get_emotion
35	11-05-2023T12-43-44	0.6306330833592164	0.5450850119853958	0.0	0.0	0.0	0.5899495200026764	0.7879273226589238	0.9447837801545543	0.6013439607975697	0.8165143103188572	0.2727046699895319	0.034224039608359846	74.0	-71.0	0.2	3.0	3.0	50.0	Male	get_emotion
36	11-05-2023T12-43-45	0.6515766771889102	0.8116804579450775	0.0	0.0	0.0	0.5287038866831667	0.4678787910152512	0.6656486893539465	0.3918935109211089	0.5452342798065883	0.25414902890271907	0.6860651307286262	92.0	35.0	0.1	2.0	4.0	50.0	Male	get_emotion
37	11-05-2023T12-43-46	0.8388533358905468	0.2659709848630353	0.0	0.0	0.0	0.08346308490465082	0.6352083797849547	0.04020896287980147	0.514415628443939	0.747020679921873	0.6149731756958607	0.39416636320623244	89.0	69.0	0.2	1.0	3.0	50.0	Male	get_emotion
38	11-05-2023T12-43-47	0.6917271764526056	0.42669792398317574	0.0	0.0	0.0	0.2974841647444879	0.14040330162709902	0.02043559992423305	0.29327482935011917	0.2429604916787349	0.9988551003710191	0.6225245784487401	88.0	-86.0	0.1	2.0	2.0	50.0	Male	get_emotion
39	11-05-2023T12-43-48	0.8641907937305359	0.33171962914700037	0.0	0.0	0.0	0.6963807241083511	0.657813761214994	0.053221703292652744	0.23150203364595046	0.46581869839434153	0.767366667490685	0.2789406512736534	70.0	46.0	0.2	4.0	1.0	50.0	Male	get_emotion
40	11-05-2023T12-43-49	0.19439668434520907	0.40073816840663545	0.0	0.0	0.0	0.5226484798193107	0.6101198865391759	0.4427145385477569	0.984888769403469	0.847218509496525	0.047319918731103416	0.7814165359127685	79.0	86.0	0.1	3.0	3.0	50.0	Male	get_emotion
41	11-05-2023T12-43-50	0.5784778500716726	0.8792484478344095	0.0	0.0	0.0	0.14297838264446605	0.5600410031355711	0.49796131601252214	0.05138719532024527	0.057279135720958	0.43706346169064114	0.03242320399471821	84.0	-6.0	0.1	3.0	1.0	50.0	Male	get_emotion
42	11-05-2023T12-43-52	0.6803190497289077	0.8190223763244528	0.0	0.0	0.0	0.12331430963065437	0.22028554538178158	0.37307667949403656	0.5396726375545243	0.1557374718693575	0.04360071634608498	0.8566993824603675	75.0	97.0	0.2	3.0	4.0	50.0	Male	get_emotion
43	11-05-2023T12-43-53	0.8147972964698798	0.3934792157657847	0.0	0.0	0.0	0.655289257459502	0.5571747474906467	0.8291232272400864	0.24754735894120283	0.14952277666116898	0.6918031766805135	0.9813687854812351	96.0	11.0	0.1	3.0	3.0	50.0	Male	get_emotion
