	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal	Age	Gender	function
12	11-05-2023T12-39-33	0.8124321666203991	0.29904644557248594	0.0	0.0	0.0	0.12645751016359197	0.47378835483086323	0.4189476603413341	0.8105470612588648	0.9842207490365219	0.8116407599799028	0.13394964554382305	86.0	-32.0	0.2	0.0	0.0	50.0	Male	get_emotion
13	11-05-2023T12-39-34	0.643764114290801	0.8091389375322008	0.0	0.0	0.0	0.9939658051537471	0.8934407690519016	0.27795448639331444	0.6652097212487942	0.43274678298657754	0.9215107020328867	0.6573607823505936	73.0	87.0	0.1	0.0	0.0	50.0	Male	get_emotion
14	11-05-2023T12-39-35	0.317634649780296	0.5608305376198852	0.0	0.0	0.0	0.7554094502092513	0.5688285085863927	0.6210985679378664	0.34826972706352666	0.32989554368456	0.9015974237019976	0.6855155157064827	83.0	13.0	0.1	0.0	0.0	50.0	Male	get_emotion
15	11-05-2023T12-39-36	0.9726376590303484	0.9481218161649104	0.0	0.0	0.0	0.7225029912779533	0.24064968031402745	0.7822804484981025	0.2989645143945736	0.6194449616788867	0.14478319437399734	0.9627540802923303	79.0	-16.0	0.1	0.0	0.0	50.0	Male	get_emotion
16	11-05-2023T12-39-38	0.7513766080866982	0.29040621721067683	0.0	0.0	0.0	0.9751696611320695	0.23016500845815235	0.2042125402004632	0.11414899007566326	0.795533685919373	0.7304060616524229	0.5800122607273213	95.0	65.0	0.1	0.0	0.0	50.0	Male	get_emotion
17	11-05-2023T12-39-39	0.7237915699945656	0.3266718909949171	0.0	0.0	0.0	0.39778947366351036	0.8780719033176461	0.1719419152924364	0.15431120446293933	0.3330384026657761	0.34103242005826717	0.6262134969949678	83.0	-31.0	0.1	0.0	0.0	50.0	Male	get_emotion
18	11-05-2023T12-39-40	0.03342549412427509	0.48976718284055565	0.0	0.0	0.0	0.28216462172748846	0.037830544306129865	0.5198384712199874	0.78127661405033	0.8356774342608941	0.23167934122822065	0.32663128270929553	72.0	-98.0	0.1	0.0	0.0	50.0	Male	get_emotion
19	11-05-2023T12-39-41	0.7618617863603709	0.6412512496049816	0.0	0.0	0.0	0.7353658521205106	0.6300022682498306	0.3999694086747789	0.8106802557234017	0.7729221665547059	0.8073277388179928	0.7309676499226179	86.0	-26.0	0.1	0.0	0.0	50.0	Male	get_emotion
20	11-05-2023T12-39-42	0.6130932966401148	0.8066458709181692	0.0	0.0	0.0	0.04642114350421622	0.988892652097526	0.06660326262749028	0.9795240594751169	0.32889728227764525	0.6468255634252725	0.13827707354041197	65.0	-80.0	0.2	0.0	0.0	50.0	Male	get_emotion
21	11-05-2023T12-39-43	0.7904179028801407	0.5709622818988361	0.0	0.0	0.0	0.9729689462564521	0.68793944621264	0.7461236891253491	0.7610697764148571	0.7529515983087753	0.7131965036541499	0.014333977698878453	87.0	-40.0	0.1	0.0	0.0	50.0	Male	get_emotion
22	11-05-2023T12-39-44	0.512594305615884	0.5541517101087787	0.0	0.0	0.0	0.5610162482451571	0.9855252283740248	0.8828798642581636	0.28217348632119554	0.29951047523228047	0.6304010135003555	0.9168893878629069	64.0	30.0	0.2	0.0	0.0	50.0	Male	get_emotion
23	11-05-2023T12-39-45	0.4420629632289953	0.047658021521177485	0.0	0.0	0.0	0.14285108835216076	0.4838511169260551	0.5843328932945621	0.8918654492110302	0.14747247523646856	0.2708874735280975	0.5165007613246038	96.0	-40.0	0.2	0.0	0.0	50.0	Male	get_emotion
24	11-05-2023T12-39-46	0.1083744044311945	0.9142838363992732	0.0	0.0	0.0	0.23907531481835265	0.7595630766279958	0.36690790611816826	0.23927622304923368	0.5603233244733663	0.806449566249557	0.8252022772921617	78.0	-94.0	0.2	0.0	0.0	50.0	Male	get_emotion
25	11-05-2023T12-39-47	0.655839389110462	0.940999180914038	0.0	0.0	0.0	0.5291755227216416	0.7810408740675173	0.11742537023667254	0.5298327453495197	0.8771916686645408	0.6499180387751614	0.6274372459709392	81.0	22.0	0.1	0.0	0.0	50.0	Male	get_emotion
26	11-05-2023T12-39-48	0.2786446201782017	0.817393097107076	0.0	0.0	0.0	0.6921620994219158	0.2548736849142432	0.17556586855392542	0.5112493117024762	0.46595153057749805	0.28124695369670283	0.4991874918523941	69.0	-58.0	0.2	0.0	0.0	50.0	Male	get_emotion
27	11-05-2023T12-39-49	0.7984146576640412	0.8672121645551517	0.0	0.0	0.0	0.688261328258874	0.4379040086417064	0.9144685132832886	0.33589335060643266	0.08842582129589849	0.12979908420351527	0.6882902005718885	77.0	-22.0	0.1	0.0	0.0	50.0	Male	get_emotion
28	11-05-2023T12-39-50	0.41627191647360495	0.06677204630191991	0.0	0.0	0.0	0.7242163136871048	0.6862346061678906	0.45935024815249936	0.5438989086732156	0.46067870530681276	0.03653349574547182	0.09808235441413427	72.0	16.0	0.1	0.0	0.0	50.0	Male	get_emotion
29	11-05-2023T12-39-51	0.6394850104503146	0.9583253222649313	0.0	0.0	0.0	0.4771254950991458	0.16893999897046574	0.44634035167345876	0.5588395671835125	0.41074221376324616	0.23061311013476782	0.7205507931228287	60.0	-24.0	0.1	0.0	0.0	50.0	Male	get_emotion
30	11-05-2023T12-39-52	0.764689881199037	0.23495108599450198	0.0	0.0	0.0	0.6034214605489557	0.26199343103919515	0.6601613243746574	0.1681312271182306	0.6070650113393016	0.9268028756907032	0.28769917882954577	60.0	-7.0	0.1	0.0	0.0	50.0	Male	get_emotion
31	11-05-2023T12-39-53	0.4781083441007201	0.6651444491451872	0.0	0.0	0.0	0.442785155982381	0.9667427944358314	0.7564422928226383	0.4641397237748429	0.3684345262247307	0.6155442943177207	0.4136393689815798	91.0	-95.0	0.1	0.0	0.0	50.0	Male	get_emotion
32	11-05-2023T12-39-54	0.8627974041714104	0.39321622175039206	0.0	0.0	0.0	0.857637714363509	0.9307196476403803	0.4963339928806838	0.953364052879732	0.06883023779621078	0.36108746400446445	0.7368796557450674	92.0	-86.0	0.1	0.0	0.0	50.0	Male	get_emotion
33	11-05-2023T12-39-55	0.9975782250906702	0.9228459050154632	0.0	0.0	0.0	0.34097911992371066	0.19980784024090437	0.8904634016801767	0.01155331451807251	0.4685608978629251	0.9137135271329142	0.9987574576220332	76.0	86.0	0.1	0.0	0.0	50.0	Male	get_emotion
